base_filename,true_label,ae_predicted,as_predicted,ae_correct,as_correct
bus-barcelona-16-667,bus,metro,tram,False,False
bus-helsinki-211-6423,bus,metro,tram,False,False
bus-helsinki-211-6456,bus,tram,metro,False,False
bus-lisbon-1123-42544,bus,metro_station,metro,False,False
bus-london-22-843,bus,metro,tram,False,False
bus-lyon-1073-41889,bus,metro,tram,False,False
bus-lyon-1073-43978,bus,metro,tram,False,False
bus-lyon-1129-40641,bus,metro,tram,False,False
bus-lyon-1159-41089,bus,tram,metro,False,False
bus-milan-1078-43270,bus,metro_station,tram,False,False
bus-milan-1115-42877,bus,tram,metro,False,False
bus-milan-1180-44625,bus,metro,tram,False,False
bus-milan-1190-44598,bus,metro,tram,False,False
bus-milan-1190-45176,bus,tram,metro,False,False
bus-paris-29-959,bus,tram,metro,False,False
bus-prague-1147-41496,bus,metro,street_traffic,False,False
bus-stockholm-217-6563,bus,metro,metro_station,False,False
bus-stockholm-217-6565,bus,tram,metro,False,False
bus-stockholm-217-6568,bus,metro,metro_station,False,False
bus-stockholm-218-6588,bus,tram,metro,False,False
bus-stockholm-36-1065,bus,tram,metro,False,False
bus-stockholm-36-1067,bus,tram,street_pedestrian,False,False
bus-stockholm-36-1080,bus,tram,metro,False,False
bus-stockholm-36-1088,bus,tram,metro,False,False
bus-vienna-40-1216,bus,tram,metro,False,False
metro-barcelona-220-6642,metro,bus,metro_station,False,False
metro-barcelona-42-1279,metro,bus,tram,False,False
metro-helsinki-222-6702,metro,tram,bus,False,False
metro-helsinki-222-6717,metro,tram,bus,False,False
metro-helsinki-222-6737,metro,tram,metro_station,False,False
metro-helsinki-222-6752,metro,bus,tram,False,False
metro-helsinki-222-6756,metro,bus,tram,False,False
metro-lisbon-1224-45017,metro,airport,metro_station,False,False
metro-lyon-1064-42173,metro,bus,tram,False,False
metro-lyon-1064-43472,metro,shopping_mall,metro_station,False,False
metro-lyon-1139-42060,metro,metro_station,tram,False,False
metro-lyon-1201-44668,metro,tram,bus,False,False
metro-milan-1141-40569,metro,tram,metro_station,False,False
metro-milan-1197-44145,metro,tram,metro_station,False,False
metro-milan-1218-44438,metro,shopping_mall,metro_station,False,False
metro-milan-1218-44775,metro,tram,metro_station,False,False
metro-paris-54-1594,metro,bus,tram,False,False
metro-paris-54-1595,metro,bus,tram,False,False
metro-prague-1157-41299,metro,tram,bus,False,False
metro-stockholm-56-1650,metro,bus,tram,False,False
metro-stockholm-57-1697,metro,bus,tram,False,False
metro-stockholm-57-1698,metro,bus,tram,False,False
metro-stockholm-57-1713,metro,tram,bus,False,False
metro-vienna-228-6868,metro,bus,tram,False,False
metro-vienna-58-1736,metro,bus,tram,False,False
metro-vienna-59-1758,metro,metro_station,tram,False,False
metro-vienna-59-1767,metro,tram,metro_station,False,False
metro_station-barcelona-230-6924,metro_station,bus,metro,False,False
metro_station-barcelona-230-6931,metro_station,tram,metro,False,False
metro_station-barcelona-61-1831,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-barcelona-61-1835,metro_station,park,street_traffic,False,False
metro_station-barcelona-63-1882,metro_station,bus,metro,False,False
metro_station-barcelona-63-1883,metro_station,bus,metro,False,False
metro_station-barcelona-63-1888,metro_station,bus,metro,False,False
metro_station-barcelona-63-1892,metro_station,bus,metro,False,False
metro_station-barcelona-63-1894,metro_station,bus,metro,False,False
metro_station-helsinki-231-6951,metro_station,street_pedestrian,airport,False,False
metro_station-helsinki-231-6952,metro_station,street_pedestrian,airport,False,False
metro_station-helsinki-232-6977,metro_station,bus,street_traffic,False,False
metro_station-helsinki-232-6978,metro_station,airport,shopping_mall,False,False
metro_station-helsinki-64-1924,metro_station,street_pedestrian,airport,False,False
metro_station-helsinki-64-1926,metro_station,street_pedestrian,public_square,False,False
metro_station-helsinki-66-1980,metro_station,street_pedestrian,airport,False,False
metro_station-helsinki-66-1983,metro_station,street_pedestrian,airport,False,False
metro_station-helsinki-67-1984,metro_station,street_pedestrian,park,False,False
metro_station-helsinki-67-1993,metro_station,street_pedestrian,park,False,False
metro_station-helsinki-67-1996,metro_station,street_pedestrian,airport,False,False
metro_station-helsinki-67-2009,metro_station,public_square,street_pedestrian,False,False
metro_station-lisbon-1020-41753,metro_station,airport,street_pedestrian,False,False
metro_station-lisbon-1021-42689,metro_station,airport,street_pedestrian,False,False
metro_station-lisbon-1221-44313,metro_station,airport,tram,False,False
metro_station-lisbon-1221-44416,metro_station,airport,shopping_mall,False,False
metro_station-london-235-7015,metro_station,shopping_mall,airport,False,False
metro_station-london-235-7025,metro_station,airport,shopping_mall,False,False
metro_station-london-68-2014,metro_station,shopping_mall,airport,False,False
metro_station-london-69-2035,metro_station,street_pedestrian,airport,False,False
metro_station-london-72-2057,metro_station,airport,street_pedestrian,False,False
metro_station-london-73-2069,metro_station,metro,street_traffic,False,False
metro_station-london-73-2076,metro_station,bus,metro,False,False
metro_station-london-76-2114,metro_station,street_pedestrian,airport,False,False
metro_station-lyon-1010-40010,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-lyon-1010-40838,metro_station,airport,street_pedestrian,False,False
metro_station-lyon-1010-41728,metro_station,airport,shopping_mall,False,False
metro_station-lyon-1010-42360,metro_station,shopping_mall,tram,False,False
metro_station-lyon-1010-43911,metro_station,tram,street_pedestrian,False,False
metro_station-lyon-1077-43296,metro_station,street_pedestrian,shopping_mall,False,False
metro_station-lyon-1077-43951,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-lyon-1077-44062,metro_station,shopping_mall,airport,False,False
metro_station-lyon-1167-45465,metro_station,tram,public_square,False,False
metro_station-lyon-1167-45555,metro_station,street_pedestrian,airport,False,False
metro_station-lyon-1179-44167,metro_station,airport,shopping_mall,False,False
metro_station-lyon-1179-44230,metro_station,shopping_mall,airport,False,False
metro_station-lyon-1179-44301,metro_station,shopping_mall,airport,False,False
metro_station-lyon-1179-45709,metro_station,airport,street_pedestrian,False,False
metro_station-milan-1117-40345,metro_station,airport,shopping_mall,False,False
metro_station-milan-1117-43104,metro_station,shopping_mall,airport,False,False
metro_station-milan-1117-43162,metro_station,airport,shopping_mall,False,False
metro_station-milan-1117-43845,metro_station,airport,shopping_mall,False,False
metro_station-milan-1127-40584,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-milan-1127-41248,metro_station,shopping_mall,airport,False,False
metro_station-milan-1127-42367,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-milan-1127-43513,metro_station,shopping_mall,airport,False,False
metro_station-milan-1187-44654,metro_station,shopping_mall,metro,False,False
metro_station-milan-1187-45508,metro_station,metro,bus,False,False
metro_station-paris-238-7070,metro_station,shopping_mall,tram,False,False
metro_station-paris-238-7074,metro_station,tram,metro,False,False
metro_station-paris-77-2124,metro_station,tram,metro,False,False
metro_station-paris-79-2149,metro_station,street_pedestrian,airport,False,False
metro_station-paris-79-2153,metro_station,street_pedestrian,airport,False,False
metro_station-prague-1019-41604,metro_station,street_pedestrian,airport,False,False
metro_station-prague-1118-40369,metro_station,airport,street_pedestrian,False,False
metro_station-prague-1118-41688,metro_station,public_square,park,False,False
metro_station-prague-1118-42429,metro_station,bus,metro,False,False
metro_station-prague-1130-40960,metro_station,airport,shopping_mall,False,False
metro_station-prague-1130-41020,metro_station,airport,shopping_mall,False,False
metro_station-prague-1130-42687,metro_station,airport,street_pedestrian,False,False
metro_station-prague-1130-43319,metro_station,airport,shopping_mall,False,False
metro_station-stockholm-83-2234,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-stockholm-83-2236,metro_station,airport,shopping_mall,False,False
metro_station-stockholm-83-2240,metro_station,shopping_mall,street_pedestrian,False,False
metro_station-stockholm-83-2242,metro_station,street_pedestrian,shopping_mall,False,False
metro_station-stockholm-84-2258,metro_station,airport,shopping_mall,False,False
metro_station-stockholm-84-2265,metro_station,airport,shopping_mall,False,False
metro_station-stockholm-85-2294,metro_station,airport,shopping_mall,False,False
metro_station-vienna-240-7123,metro_station,shopping_mall,airport,False,False
metro_station-vienna-86-2329,metro_station,tram,park,False,False
metro_station-vienna-86-2344,metro_station,tram,metro,False,False
metro_station-vienna-86-2353,metro_station,tram,park,False,False
metro_station-vienna-87-2367,metro_station,public_square,street_traffic,False,False
metro_station-vienna-88-2425,metro_station,tram,metro,False,False
metro_station-vienna-88-2428,metro_station,public_square,metro,False,False
park-lyon-1144-41676,park,public_square,street_pedestrian,False,False
park-lyon-1144-41816,park,public_square,street_pedestrian,False,False
park-lyon-1144-43200,park,public_square,street_pedestrian,False,False
park-paris-244-7277,park,public_square,street_pedestrian,False,False
park-prague-1092-42220,park,public_square,street_traffic,False,False
park-prague-1185-44120,park,public_square,street_traffic,False,False
public_square-london-113-3277,public_square,airport,street_pedestrian,False,False
public_square-london-113-3291,public_square,airport,street_pedestrian,False,False
public_square-london-113-3296,public_square,street_pedestrian,airport,False,False
public_square-london-113-3298,public_square,street_pedestrian,airport,False,False
public_square-london-114-3312,public_square,airport,street_pedestrian,False,False
public_square-london-114-3318,public_square,shopping_mall,airport,False,False
public_square-lyon-1024-40487,public_square,metro_station,street_pedestrian,False,False
public_square-lyon-1024-42305,public_square,park,street_traffic,False,False
public_square-lyon-1024-43928,public_square,street_traffic,street_pedestrian,False,False
public_square-lyon-1056-43668,public_square,street_pedestrian,airport,False,False
public_square-lyon-1178-45398,public_square,street_pedestrian,airport,False,False
public_square-lyon-1178-45608,public_square,airport,street_pedestrian,False,False
public_square-lyon-1208-45198,public_square,metro_station,bus,False,False
public_square-lyon-1208-45562,public_square,airport,street_traffic,False,False
public_square-milan-1014-40695,public_square,airport,street_pedestrian,False,False
public_square-milan-1074-42786,public_square,street_pedestrian,shopping_mall,False,False
public_square-milan-1168-44912,public_square,metro_station,shopping_mall,False,False
public_square-paris-117-3415,public_square,street_traffic,park,False,False
public_square-paris-251-7502,public_square,park,street_traffic,False,False
public_square-paris-251-7507,public_square,park,street_traffic,False,False
public_square-paris-251-7516,public_square,park,street_traffic,False,False
public_square-paris-251-7522,public_square,park,street_traffic,False,False
public_square-prague-1027-42405,public_square,metro,street_traffic,False,False
public_square-prague-1027-43344,public_square,bus,metro,False,False
public_square-prague-1152-40549,public_square,airport,street_pedestrian,False,False
public_square-prague-1152-40734,public_square,airport,street_pedestrian,False,False
public_square-prague-1152-41395,public_square,street_pedestrian,shopping_mall,False,False
public_square-prague-1152-42323,public_square,shopping_mall,airport,False,False
public_square-prague-1152-43826,public_square,street_pedestrian,shopping_mall,False,False
public_square-prague-1192-44139,public_square,metro_station,street_pedestrian,False,False
public_square-prague-1192-44436,public_square,airport,street_pedestrian,False,False
public_square-prague-1192-45558,public_square,airport,street_pedestrian,False,False
public_square-prague-1214-44267,public_square,street_pedestrian,airport,False,False
public_square-prague-1214-45077,public_square,airport,street_pedestrian,False,False
public_square-stockholm-119-3508,public_square,street_pedestrian,street_traffic,False,False
public_square-stockholm-121-3560,public_square,airport,street_pedestrian,False,False
public_square-stockholm-121-3569,public_square,airport,street_pedestrian,False,False
public_square-stockholm-121-3578,public_square,airport,street_pedestrian,False,False
public_square-stockholm-121-3590,public_square,metro_station,street_traffic,False,False
public_square-stockholm-252-7543,public_square,street_pedestrian,airport,False,False
public_square-stockholm-252-7548,public_square,airport,street_pedestrian,False,False
public_square-vienna-122-3592,public_square,street_pedestrian,airport,False,False
shopping_mall-helsinki-128-3809,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-helsinki-129-3856,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-helsinki-129-3858,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-helsinki-130-3884,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-helsinki-130-3885,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-helsinki-130-3910,shopping_mall,metro_station,airport,False,False
shopping_mall-helsinki-130-3913,shopping_mall,airport,metro_station,False,False
shopping_mall-helsinki-255-7647,shopping_mall,metro_station,metro,False,False
shopping_mall-helsinki-255-7673,shopping_mall,airport,metro_station,False,False
shopping_mall-lisbon-1002-42072,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-lisbon-1176-44404,shopping_mall,metro_station,airport,False,False
shopping_mall-lisbon-1176-45025,shopping_mall,airport,metro_station,False,False
shopping_mall-lisbon-1176-45140,shopping_mall,street_pedestrian,metro_station,False,False
shopping_mall-lisbon-1176-45569,shopping_mall,airport,metro_station,False,False
shopping_mall-lisbon-1176-45605,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-london-131-3922,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-london-131-3931,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-london-131-3946,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-london-131-3955,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-london-256-7736,shopping_mall,metro_station,airport,False,False
shopping_mall-paris-134-4036,shopping_mall,public_square,street_pedestrian,False,False
shopping_mall-paris-134-4039,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-paris-134-4050,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-paris-134-4051,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-paris-134-4056,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-paris-134-4057,shopping_mall,public_square,street_pedestrian,False,False
shopping_mall-paris-134-4062,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-paris-134-4063,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-paris-134-4066,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-paris-257-7779,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-prague-1031-40669,shopping_mall,metro_station,tram,False,False
shopping_mall-prague-1031-41364,shopping_mall,metro_station,park,False,False
shopping_mall-prague-1219-44935,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-stockholm-136-4106,shopping_mall,airport,metro_station,False,False
shopping_mall-stockholm-136-4108,shopping_mall,metro_station,airport,False,False
shopping_mall-stockholm-136-4109,shopping_mall,airport,metro_station,False,False
shopping_mall-stockholm-136-4113,shopping_mall,airport,metro_station,False,False
shopping_mall-stockholm-136-4122,shopping_mall,airport,metro_station,False,False
shopping_mall-stockholm-136-4129,shopping_mall,airport,metro_station,False,False
shopping_mall-stockholm-137-4140,shopping_mall,metro_station,public_square,False,False
shopping_mall-stockholm-137-4162,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-stockholm-258-7833,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-vienna-138-4195,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-vienna-139-4229,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-vienna-139-4234,shopping_mall,metro_station,airport,False,False
shopping_mall-vienna-259-7864,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-vienna-259-7870,shopping_mall,airport,street_pedestrian,False,False
shopping_mall-vienna-259-7879,shopping_mall,street_pedestrian,airport,False,False
shopping_mall-vienna-259-7882,shopping_mall,airport,street_pedestrian,False,False
street_pedestrian-barcelona-141-4295,street_pedestrian,street_traffic,public_square,False,False
street_pedestrian-barcelona-141-4298,street_pedestrian,metro_station,public_square,False,False
street_pedestrian-barcelona-142-4315,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-barcelona-260-7886,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-barcelona-260-7889,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-barcelona-260-7894,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-barcelona-260-7900,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-barcelona-260-7901,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-barcelona-260-7904,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-barcelona-261-7923,street_pedestrian,metro_station,park,False,False
street_pedestrian-helsinki-147-4429,street_pedestrian,public_square,park,False,False
street_pedestrian-helsinki-147-4440,street_pedestrian,metro_station,public_square,False,False
street_pedestrian-helsinki-147-4443,street_pedestrian,shopping_mall,public_square,False,False
street_pedestrian-helsinki-147-4461,street_pedestrian,metro_station,shopping_mall,False,False
street_pedestrian-helsinki-148-4468,street_pedestrian,park,street_traffic,False,False
street_pedestrian-helsinki-262-7938,street_pedestrian,park,public_square,False,False
street_pedestrian-helsinki-262-7948,street_pedestrian,street_traffic,public_square,False,False
street_pedestrian-lisbon-1004-43105,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-lisbon-1098-40973,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-lisbon-1098-43300,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-lisbon-1099-41223,street_pedestrian,public_square,metro_station,False,False
street_pedestrian-london-149-4510,street_pedestrian,metro_station,street_traffic,False,False
street_pedestrian-london-151-4592,street_pedestrian,tram,public_square,False,False
street_pedestrian-london-263-7974,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-lyon-1003-40003,street_pedestrian,airport,metro_station,False,False
street_pedestrian-lyon-1003-42432,street_pedestrian,airport,metro_station,False,False
street_pedestrian-lyon-1072-42716,street_pedestrian,airport,metro_station,False,False
street_pedestrian-lyon-1072-43072,street_pedestrian,airport,tram,False,False
street_pedestrian-milan-1005-43399,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-milan-1080-40536,street_pedestrian,public_square,park,False,False
street_pedestrian-milan-1080-40936,street_pedestrian,airport,public_square,False,False
street_pedestrian-milan-1080-41328,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-milan-1080-41800,street_pedestrian,public_square,park,False,False
street_pedestrian-milan-1080-43264,street_pedestrian,park,public_square,False,False
street_pedestrian-milan-1080-43286,street_pedestrian,airport,public_square,False,False
street_pedestrian-milan-1080-43313,street_pedestrian,public_square,park,False,False
street_pedestrian-milan-1096-40172,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-milan-1096-40534,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1096-41141,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1096-41707,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1096-43064,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-milan-1096-43079,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-milan-1096-43580,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1096-43912,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1096-43942,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1165-44591,street_pedestrian,shopping_mall,metro_station,False,False
street_pedestrian-milan-1205-44244,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1205-44602,street_pedestrian,airport,metro_station,False,False
street_pedestrian-milan-1205-44672,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-milan-1205-45228,street_pedestrian,shopping_mall,metro_station,False,False
street_pedestrian-paris-153-4648,street_pedestrian,metro_station,airport,False,False
street_pedestrian-paris-265-8052,street_pedestrian,airport,metro_station,False,False
street_pedestrian-prague-1037-41988,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-prague-1037-42868,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-prague-1037-43129,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-prague-1051-41593,street_pedestrian,shopping_mall,airport,False,False
street_pedestrian-stockholm-266-8072,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-stockholm-266-8084,street_pedestrian,airport,shopping_mall,False,False
street_pedestrian-stockholm-266-8092,street_pedestrian,airport,street_traffic,False,False
street_pedestrian-stockholm-266-8099,street_pedestrian,public_square,airport,False,False
street_pedestrian-vienna-267-8106,street_pedestrian,metro_station,airport,False,False
street_pedestrian-vienna-267-8110,street_pedestrian,metro_station,airport,False,False
street_pedestrian-vienna-267-8112,street_pedestrian,airport,metro_station,False,False
street_pedestrian-vienna-267-8118,street_pedestrian,airport,metro_station,False,False
street_pedestrian-vienna-267-8124,street_pedestrian,public_square,metro_station,False,False
street_traffic-barcelona-161-4917,street_traffic,metro_station,public_square,False,False
street_traffic-helsinki-166-5087,street_traffic,public_square,park,False,False
street_traffic-london-167-5129,street_traffic,bus,public_square,False,False
street_traffic-london-270-8213,street_traffic,bus,metro,False,False
street_traffic-london-270-8214,street_traffic,public_square,street_pedestrian,False,False
street_traffic-milan-1202-44428,street_traffic,metro_station,street_pedestrian,False,False
street_traffic-paris-272-8274,street_traffic,street_pedestrian,public_square,False,False
street_traffic-paris-272-8291,street_traffic,street_pedestrian,public_square,False,False
street_traffic-vienna-176-5415,street_traffic,metro_station,public_square,False,False
street_traffic-vienna-176-5423,street_traffic,street_pedestrian,park,False,False
street_traffic-vienna-176-5440,street_traffic,street_pedestrian,public_square,False,False
street_traffic-vienna-274-8358,street_traffic,street_pedestrian,public_square,False,False
street_traffic-vienna-274-8370,street_traffic,street_pedestrian,public_square,False,False
tram-barcelona-180-5562,tram,metro,metro_station,False,False
tram-helsinki-182-5648,tram,bus,metro,False,False
tram-helsinki-182-5661,tram,bus,metro,False,False
tram-helsinki-183-5691,tram,metro_station,public_square,False,False
tram-helsinki-184-5711,tram,metro,metro_station,False,False
tram-helsinki-276-8403,tram,bus,metro,False,False
tram-helsinki-276-8424,tram,bus,metro,False,False
tram-helsinki-276-8427,tram,bus,metro,False,False
tram-helsinki-276-8432,tram,bus,metro,False,False
tram-lisbon-1035-42518,tram,bus,metro,False,False
tram-lisbon-1100-40473,tram,street_traffic,bus,False,False
tram-lisbon-1100-40923,tram,metro,bus,False,False
tram-lisbon-1100-41838,tram,metro,street_traffic,False,False
tram-lisbon-1100-42237,tram,metro,bus,False,False
tram-lisbon-1100-42554,tram,metro,bus,False,False
tram-lisbon-1191-44967,tram,bus,metro,False,False
tram-lisbon-1191-45384,tram,bus,metro,False,False
tram-london-185-5756,tram,metro_station,metro,False,False
tram-london-186-5770,tram,bus,metro,False,False
tram-london-187-5789,tram,metro_station,metro,False,False
tram-london-277-8438,tram,metro,bus,False,False
tram-london-277-8444,tram,metro_station,metro,False,False
tram-london-277-8447,tram,metro_station,metro,False,False
tram-london-278-8459,tram,bus,metro,False,False
tram-london-278-8464,tram,bus,metro,False,False
tram-london-278-8470,tram,bus,metro,False,False
tram-london-279-8473,tram,shopping_mall,metro_station,False,False
tram-london-279-8484,tram,bus,metro,False,False
tram-lyon-1091-43153,tram,bus,metro,False,False
tram-lyon-1093-42804,tram,metro_station,metro,False,False
tram-milan-1048-40817,tram,metro_station,metro,False,False
tram-milan-1048-43830,tram,metro_station,park,False,False
tram-milan-1065-40094,tram,metro_station,metro,False,False
tram-milan-1065-41575,tram,bus,metro,False,False
tram-milan-1065-41654,tram,bus,metro,False,False
tram-milan-1134-43517,tram,metro_station,metro,False,False
tram-milan-1158-41382,tram,metro_station,metro,False,False
tram-milan-1158-42258,tram,metro_station,metro,False,False
tram-milan-1182-44927,tram,metro,bus,False,False
tram-milan-1182-45488,tram,metro,bus,False,False
tram-paris-192-5857,tram,metro,bus,False,False
tram-paris-192-5863,tram,metro,bus,False,False
tram-paris-193-5870,tram,bus,metro,False,False
tram-paris-280-8495,tram,bus,metro,False,False
tram-paris-280-8500,tram,bus,metro,False,False
tram-paris-280-8507,tram,bus,metro,False,False
tram-prague-1109-41829,tram,metro,bus,False,False
tram-prague-1109-41845,tram,bus,metro,False,False
tram-prague-1151-42944,tram,metro_station,metro,False,False
tram-prague-1189-45733,tram,bus,metro,False,False
tram-prague-1210-44236,tram,metro,bus,False,False
tram-stockholm-199-5993,tram,metro,bus,False,False
tram-vienna-200-6048,tram,street_traffic,park,False,False
tram-vienna-285-8615,tram,bus,metro,False,False
