file_name_ae,true_label_ae,predicted_label_ae,base_name,file_name_as,true_label_as,predicted_label_as
shopping_mall-barcelona-127-3780-aAE.npy,shopping_mall,shopping_mall,shopping_mall-barcelona-127-3780,shopping_mall-barcelona-127-3780-aAS.npy,shopping_mall,airport
metro-paris-226-6817-aAE.npy,metro,metro,metro-paris-226-6817,metro-paris-226-6817-aAS.npy,metro,tram
tram-milan-1222-45592-aAE.npy,tram,metro_station,tram-milan-1222-45592,tram-milan-1222-45592-aAS.npy,tram,tram
metro-milan-1218-44325-aAE.npy,metro,metro,metro-milan-1218-44325,metro-milan-1218-44325-aAS.npy,metro,metro_station
metro_station-lisbon-1221-45759-aAE.npy,metro_station,street_pedestrian,metro_station-lisbon-1221-45759,metro_station-lisbon-1221-45759-aAS.npy,metro_station,metro_station
street_pedestrian-london-263-7997-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-london-263-7997,street_pedestrian-london-263-7997-aAS.npy,street_pedestrian,public_square
metro_station-vienna-86-2344-aAE.npy,metro_station,tram,metro_station-vienna-86-2344,metro_station-vienna-86-2344-aAS.npy,metro_station,metro
bus-milan-1180-44182-aAE.npy,bus,bus,bus-milan-1180-44182,bus-milan-1180-44182-aAS.npy,bus,metro
metro_station-paris-236-7043-aAE.npy,metro_station,street_pedestrian,metro_station-paris-236-7043,metro_station-paris-236-7043-aAS.npy,metro_station,metro_station
shopping_mall-prague-1219-44728-aAE.npy,shopping_mall,airport,shopping_mall-prague-1219-44728,shopping_mall-prague-1219-44728-aAS.npy,shopping_mall,shopping_mall
metro-barcelona-41-1237-aAE.npy,metro,metro_station,metro-barcelona-41-1237,metro-barcelona-41-1237-aAS.npy,metro,metro
shopping_mall-stockholm-136-4118-aAE.npy,shopping_mall,shopping_mall,shopping_mall-stockholm-136-4118,shopping_mall-stockholm-136-4118-aAS.npy,shopping_mall,airport
tram-milan-1036-40090-aAE.npy,tram,tram,tram-milan-1036-40090,tram-milan-1036-40090-aAS.npy,tram,metro
metro-helsinki-222-6721-aAE.npy,metro,metro_station,metro-helsinki-222-6721,metro-helsinki-222-6721-aAS.npy,metro,metro
shopping_mall-barcelona-127-3776-aAE.npy,shopping_mall,shopping_mall,shopping_mall-barcelona-127-3776,shopping_mall-barcelona-127-3776-aAS.npy,shopping_mall,airport
metro-london-48-1489-aAE.npy,metro,tram,metro-london-48-1489,metro-london-48-1489-aAS.npy,metro,metro
shopping_mall-prague-1053-40075-aAE.npy,shopping_mall,shopping_mall,shopping_mall-prague-1053-40075,shopping_mall-prague-1053-40075-aAS.npy,shopping_mall,airport
shopping_mall-prague-1053-40935-aAE.npy,shopping_mall,shopping_mall,shopping_mall-prague-1053-40935,shopping_mall-prague-1053-40935-aAS.npy,shopping_mall,airport
airport-barcelona-1-78-aAE.npy,airport,metro,airport-barcelona-1-78,airport-barcelona-1-78-aAS.npy,airport,airport
metro_station-milan-1187-44931-aAE.npy,metro_station,airport,metro_station-milan-1187-44931,metro_station-milan-1187-44931-aAS.npy,metro_station,metro_station
tram-stockholm-197-5938-aAE.npy,tram,metro,tram-stockholm-197-5938,tram-stockholm-197-5938-aAS.npy,tram,tram
airport-stockholm-207-6306-aAE.npy,airport,shopping_mall,airport-stockholm-207-6306,airport-stockholm-207-6306-aAS.npy,airport,airport
street_pedestrian-prague-1037-40957-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-prague-1037-40957,street_pedestrian-prague-1037-40957-aAS.npy,street_pedestrian,airport
tram-milan-1048-43830-aAE.npy,tram,metro_station,tram-milan-1048-43830,tram-milan-1048-43830-aAS.npy,tram,park
street_pedestrian-lisbon-1004-44015-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-lisbon-1004-44015,street_pedestrian-lisbon-1004-44015-aAS.npy,street_pedestrian,airport
shopping_mall-prague-1219-45542-aAE.npy,shopping_mall,shopping_mall,shopping_mall-prague-1219-45542,shopping_mall-prague-1219-45542-aAS.npy,shopping_mall,airport
bus-lyon-1159-43767-aAE.npy,bus,bus,bus-lyon-1159-43767,bus-lyon-1159-43767-aAS.npy,bus,tram
street_pedestrian-stockholm-155-4708-aAE.npy,street_pedestrian,public_square,street_pedestrian-stockholm-155-4708,street_pedestrian-stockholm-155-4708-aAS.npy,street_pedestrian,street_pedestrian
park-prague-1185-45741-aAE.npy,park,public_square,park-prague-1185-45741,park-prague-1185-45741-aAS.npy,park,park
park-prague-1185-44690-aAE.npy,park,public_square,park-prague-1185-44690,park-prague-1185-44690-aAS.npy,park,park
shopping_mall-helsinki-255-7655-aAE.npy,shopping_mall,shopping_mall,shopping_mall-helsinki-255-7655,shopping_mall-helsinki-255-7655-aAS.npy,shopping_mall,metro_station
tram-milan-1036-42743-aAE.npy,tram,metro,tram-milan-1036-42743,tram-milan-1036-42743-aAS.npy,tram,tram
metro_station-london-72-2057-aAE.npy,metro_station,airport,metro_station-london-72-2057,metro_station-london-72-2057-aAS.npy,metro_station,street_pedestrian
public_square-prague-1152-42445-aAE.npy,public_square,public_square,public_square-prague-1152-42445,public_square-prague-1152-42445-aAS.npy,public_square,street_pedestrian
street_pedestrian-vienna-160-4881-aAE.npy,street_pedestrian,airport,street_pedestrian-vienna-160-4881,street_pedestrian-vienna-160-4881-aAS.npy,street_pedestrian,street_pedestrian
street_pedestrian-barcelona-142-4321-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-barcelona-142-4321,street_pedestrian-barcelona-142-4321-aAS.npy,street_pedestrian,airport
bus-lisbon-1156-40685-aAE.npy,bus,bus,bus-lisbon-1156-40685,bus-lisbon-1156-40685-aAS.npy,bus,metro
street_pedestrian-milan-1205-44980-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-milan-1205-44980,street_pedestrian-milan-1205-44980-aAS.npy,street_pedestrian,airport
shopping_mall-vienna-259-7879-aAE.npy,shopping_mall,street_pedestrian,shopping_mall-vienna-259-7879,shopping_mall-vienna-259-7879-aAS.npy,shopping_mall,airport
metro-lyon-1126-43441-aAE.npy,metro,metro,metro-lyon-1126-43441,metro-lyon-1126-43441-aAS.npy,metro,tram
airport-vienna-13-525-aAE.npy,airport,metro_station,airport-vienna-13-525,airport-vienna-13-525-aAS.npy,airport,airport
metro_station-lisbon-1021-42689-aAE.npy,metro_station,airport,metro_station-lisbon-1021-42689,metro_station-lisbon-1021-42689-aAS.npy,metro_station,street_pedestrian
public_square-paris-118-3448-aAE.npy,public_square,public_square,public_square-paris-118-3448,public_square-paris-118-3448-aAS.npy,public_square,street_pedestrian
public_square-milan-1074-40820-aAE.npy,public_square,public_square,public_square-milan-1074-40820,public_square-milan-1074-40820-aAS.npy,public_square,street_pedestrian
metro_station-london-73-2076-aAE.npy,metro_station,bus,metro_station-london-73-2076,metro_station-london-73-2076-aAS.npy,metro_station,metro
street_pedestrian-milan-1096-40172-aAE.npy,street_pedestrian,shopping_mall,street_pedestrian-milan-1096-40172,street_pedestrian-milan-1096-40172-aAS.npy,street_pedestrian,airport
shopping_mall-helsinki-130-3905-aAE.npy,shopping_mall,shopping_mall,shopping_mall-helsinki-130-3905,shopping_mall-helsinki-130-3905-aAS.npy,shopping_mall,street_pedestrian
airport-barcelona-1-32-aAE.npy,airport,public_square,airport-barcelona-1-32,airport-barcelona-1-32-aAS.npy,airport,street_pedestrian
metro-barcelona-220-6638-aAE.npy,metro,tram,metro-barcelona-220-6638,metro-barcelona-220-6638-aAS.npy,metro,metro
shopping_mall-paris-134-4043-aAE.npy,shopping_mall,airport,shopping_mall-paris-134-4043,shopping_mall-paris-134-4043-aAS.npy,shopping_mall,shopping_mall
airport-vienna-13-558-aAE.npy,airport,airport,airport-vienna-13-558,airport-vienna-13-558-aAS.npy,airport,street_pedestrian
airport-paris-206-6272-aAE.npy,airport,airport,airport-paris-206-6272,airport-paris-206-6272-aAS.npy,airport,metro_station
metro_station-lyon-1179-44301-aAE.npy,metro_station,shopping_mall,metro_station-lyon-1179-44301,metro_station-lyon-1179-44301-aAS.npy,metro_station,airport
street_pedestrian-lisbon-1098-41288-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-lisbon-1098-41288,street_pedestrian-lisbon-1098-41288-aAS.npy,street_pedestrian,airport
tram-barcelona-179-5534-aAE.npy,tram,metro,tram-barcelona-179-5534,tram-barcelona-179-5534-aAS.npy,tram,tram
airport-london-205-6180-aAE.npy,airport,street_pedestrian,airport-london-205-6180,airport-london-205-6180-aAS.npy,airport,airport
shopping_mall-paris-134-4062-aAE.npy,shopping_mall,airport,shopping_mall-paris-134-4062,shopping_mall-paris-134-4062-aAS.npy,shopping_mall,street_pedestrian
airport-lyon-1101-41603-aAE.npy,airport,shopping_mall,airport-lyon-1101-41603,airport-lyon-1101-41603-aAS.npy,airport,airport
airport-lyon-1169-44279-aAE.npy,airport,shopping_mall,airport-lyon-1169-44279,airport-lyon-1169-44279-aAS.npy,airport,metro_station
metro-lyon-1126-42110-aAE.npy,metro,metro,metro-lyon-1126-42110,metro-lyon-1126-42110-aAS.npy,metro,tram
shopping_mall-lyon-1196-45202-aAE.npy,shopping_mall,shopping_mall,shopping_mall-lyon-1196-45202,shopping_mall-lyon-1196-45202-aAS.npy,shopping_mall,airport
public_square-vienna-124-3686-aAE.npy,public_square,public_square,public_square-vienna-124-3686,public_square-vienna-124-3686-aAS.npy,public_square,street_pedestrian
airport-milan-1061-40921-aAE.npy,airport,street_pedestrian,airport-milan-1061-40921,airport-milan-1061-40921-aAS.npy,airport,public_square
bus-paris-214-6519-aAE.npy,bus,bus,bus-paris-214-6519,bus-paris-214-6519-aAS.npy,bus,tram
street_pedestrian-vienna-158-4818-aAE.npy,street_pedestrian,airport,street_pedestrian-vienna-158-4818,street_pedestrian-vienna-158-4818-aAS.npy,street_pedestrian,street_pedestrian
street_pedestrian-helsinki-146-4412-aAE.npy,street_pedestrian,public_square,street_pedestrian-helsinki-146-4412,street_pedestrian-helsinki-146-4412-aAS.npy,street_pedestrian,street_pedestrian
metro_station-vienna-88-2428-aAE.npy,metro_station,public_square,metro_station-vienna-88-2428,metro_station-vienna-88-2428-aAS.npy,metro_station,metro
airport-milan-1172-44819-aAE.npy,airport,shopping_mall,airport-milan-1172-44819,airport-milan-1172-44819-aAS.npy,airport,airport
airport-lyon-1095-42617-aAE.npy,airport,street_pedestrian,airport-lyon-1095-42617,airport-lyon-1095-42617-aAS.npy,airport,airport
shopping_mall-london-131-3927-aAE.npy,shopping_mall,airport,shopping_mall-london-131-3927,shopping_mall-london-131-3927-aAS.npy,shopping_mall,shopping_mall
shopping_mall-helsinki-128-3818-aAE.npy,shopping_mall,shopping_mall,shopping_mall-helsinki-128-3818,shopping_mall-helsinki-128-3818-aAS.npy,shopping_mall,metro_station
shopping_mall-prague-1219-45378-aAE.npy,shopping_mall,airport,shopping_mall-prague-1219-45378,shopping_mall-prague-1219-45378-aAS.npy,shopping_mall,shopping_mall
shopping_mall-vienna-259-7874-aAE.npy,shopping_mall,street_pedestrian,shopping_mall-vienna-259-7874,shopping_mall-vienna-259-7874-aAS.npy,shopping_mall,shopping_mall
shopping_mall-vienna-139-4235-aAE.npy,shopping_mall,shopping_mall,shopping_mall-vienna-139-4235,shopping_mall-vienna-139-4235-aAS.npy,shopping_mall,airport
shopping_mall-london-256-7736-aAE.npy,shopping_mall,metro_station,shopping_mall-london-256-7736,shopping_mall-london-256-7736-aAS.npy,shopping_mall,airport
street_pedestrian-milan-1205-44656-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-milan-1205-44656,street_pedestrian-milan-1205-44656-aAS.npy,street_pedestrian,metro_station
street_traffic-milan-1202-44428-aAE.npy,street_traffic,metro_station,street_traffic-milan-1202-44428,street_traffic-milan-1202-44428-aAS.npy,street_traffic,street_pedestrian
metro_station-milan-1127-42367-aAE.npy,metro_station,shopping_mall,metro_station-milan-1127-42367,metro_station-milan-1127-42367-aAS.npy,metro_station,street_pedestrian
public_square-paris-117-3419-aAE.npy,public_square,street_traffic,public_square-paris-117-3419,public_square-paris-117-3419-aAS.npy,public_square,public_square
street_pedestrian-paris-265-8035-aAE.npy,street_pedestrian,street_pedestrian,street_pedestrian-paris-265-8035,street_pedestrian-paris-265-8035-aAS.npy,street_pedestrian,airport
street_pedestrian-paris-265-8052-aAE.npy,street_pedestrian,airport,street_pedestrian-paris-265-8052,street_pedestrian-paris-265-8052-aAS.npy,street_pedestrian,metro_station
metro_station-barcelona-61-1824-aAE.npy,metro_station,metro_station,metro_station-barcelona-61-1824,metro_station-barcelona-61-1824-aAS.npy,metro_station,metro
shopping_mall-london-256-7749-aAE.npy,shopping_mall,shopping_mall,shopping_mall-london-256-7749,shopping_mall-london-256-7749-aAS.npy,shopping_mall,metro_station
metro-paris-54-1568-aAE.npy,metro,metro,metro-paris-54-1568,metro-paris-54-1568-aAS.npy,metro,tram
metro_station-paris-82-2207-aAE.npy,metro_station,airport,metro_station-paris-82-2207,metro_station-paris-82-2207-aAS.npy,metro_station,metro_station
metro-milan-1197-45069-aAE.npy,metro,metro,metro-milan-1197-45069,metro-milan-1197-45069-aAS.npy,metro,metro_station
metro-milan-1197-45256-aAE.npy,metro,bus,metro-milan-1197-45256,metro-milan-1197-45256-aAS.npy,metro,metro
tram-vienna-200-6031-aAE.npy,tram,tram,tram-vienna-200-6031,tram-vienna-200-6031-aAS.npy,tram,bus
metro_station-prague-1170-44909-aAE.npy,metro_station,metro_station,metro_station-prague-1170-44909,metro_station-prague-1170-44909-aAS.npy,metro_station,public_square
metro-helsinki-222-6737-aAE.npy,metro,tram,metro-helsinki-222-6737,metro-helsinki-222-6737-aAS.npy,metro,metro_station
metro-london-48-1493-aAE.npy,metro,metro,metro-london-48-1493,metro-london-48-1493-aAS.npy,metro,tram
shopping_mall-vienna-138-4195-aAE.npy,shopping_mall,airport,shopping_mall-vienna-138-4195,shopping_mall-vienna-138-4195-aAS.npy,shopping_mall,street_pedestrian
metro_station-paris-238-7064-aAE.npy,metro_station,metro_station,metro_station-paris-238-7064,metro_station-paris-238-7064-aAS.npy,metro_station,airport
metro-paris-226-6816-aAE.npy,metro,metro,metro-paris-226-6816,metro-paris-226-6816-aAS.npy,metro,tram
bus-vienna-39-1180-aAE.npy,bus,metro,bus-vienna-39-1180,bus-vienna-39-1180-aAS.npy,bus,bus
metro_station-milan-1187-45143-aAE.npy,metro_station,metro,metro_station-milan-1187-45143,metro_station-milan-1187-45143-aAS.npy,metro_station,metro_station
street_traffic-paris-172-5278-aAE.npy,street_traffic,public_square,street_traffic-paris-172-5278,street_traffic-paris-172-5278-aAS.npy,street_traffic,street_traffic
metro_station-london-72-2064-aAE.npy,metro_station,metro_station,metro_station-london-72-2064,metro_station-london-72-2064-aAS.npy,metro_station,airport
shopping_mall-barcelona-254-7624-aAE.npy,shopping_mall,airport,shopping_mall-barcelona-254-7624,shopping_mall-barcelona-254-7624-aAS.npy,shopping_mall,shopping_mall
metro_station-london-233-6997-aAE.npy,metro_station,metro_station,metro_station-london-233-6997,metro_station-london-233-6997-aAS.npy,metro_station,metro
park-barcelona-241-7162-aAE.npy,park,park,park-barcelona-241-7162,park-barcelona-241-7162-aAS.npy,park,street_traffic
park-lisbon-1104-41022-aAE.npy,park,street_pedestrian,park-lisbon-1104-41022,park-lisbon-1104-41022-aAS.npy,park,park
metro_station-barcelona-63-1895-aAE.npy,metro_station,metro,metro_station-barcelona-63-1895,metro_station-barcelona-63-1895-aAS.npy,metro_station,metro_station
tram-milan-1132-41888-aAE.npy,tram,metro,tram-milan-1132-41888,tram-milan-1132-41888-aAS.npy,tram,tram
