base_filename,true_label,ae_predicted,as_predicted,ae_correct,as_correct
airport-prague-1173-45158,airport,shopping_mall,airport,False,True
airport-prague-1195-45749,airport,street_pedestrian,airport,False,True
airport-stockholm-10-430,airport,street_pedestrian,airport,False,True
airport-stockholm-10-432,airport,street_pedestrian,airport,False,True
airport-stockholm-10-435,airport,street_pedestrian,airport,False,True
airport-stockholm-10-441,airport,street_pedestrian,airport,False,True
airport-stockholm-11-450,airport,shopping_mall,airport,False,True
airport-stockholm-11-451,airport,street_pedestrian,airport,False,True
airport-stockholm-11-458,airport,shopping_mall,airport,False,True
airport-stockholm-11-460,airport,shopping_mall,airport,False,True
airport-stockholm-11-465,airport,shopping_mall,airport,False,True
airport-stockholm-12-484,airport,street_pedestrian,airport,False,True
airport-stockholm-12-498,airport,tram,airport,False,True
airport-stockholm-12-500,airport,street_pedestrian,airport,False,True
airport-stockholm-12-501,airport,street_pedestrian,airport,False,True
airport-stockholm-12-508,airport,street_pedestrian,airport,False,True
airport-stockholm-207-6287,airport,shopping_mall,airport,False,True
airport-stockholm-207-6296,airport,shopping_mall,airport,False,True
airport-stockholm-207-6297,airport,street_pedestrian,airport,False,True
airport-stockholm-207-6299,airport,public_square,airport,False,True
airport-stockholm-207-6306,airport,shopping_mall,airport,False,True
airport-stockholm-208-6337,airport,street_pedestrian,airport,False,True
airport-stockholm-208-6346,airport,shopping_mall,airport,False,True
airport-vienna-13-515,airport,street_pedestrian,airport,False,True
airport-vienna-13-517,airport,street_pedestrian,airport,False,True
airport-vienna-13-525,airport,metro_station,airport,False,True
airport-vienna-13-527,airport,public_square,airport,False,True
airport-vienna-13-535,airport,street_pedestrian,airport,False,True
airport-vienna-13-545,airport,public_square,airport,False,True
airport-vienna-13-555,airport,street_pedestrian,airport,False,True
airport-vienna-14-566,airport,street_pedestrian,airport,False,True
airport-vienna-14-576,airport,street_pedestrian,airport,False,True
airport-vienna-14-578,airport,shopping_mall,airport,False,True
airport-vienna-14-583,airport,shopping_mall,airport,False,True
airport-vienna-14-585,airport,street_pedestrian,airport,False,True
airport-vienna-14-597,airport,tram,airport,False,True
airport-vienna-209-6365,airport,street_pedestrian,airport,False,True
airport-vienna-209-6368,airport,street_pedestrian,airport,False,True
airport-vienna-209-6371,airport,street_pedestrian,airport,False,True
airport-vienna-209-6373,airport,metro_station,airport,False,True
airport-vienna-209-6377,airport,street_pedestrian,airport,False,True
bus-barcelona-15-619,bus,metro,bus,False,True
bus-helsinki-211-6428,bus,tram,bus,False,True
bus-helsinki-211-6439,bus,tram,bus,False,True
bus-helsinki-211-6447,bus,tram,bus,False,True
bus-lisbon-1059-42410,bus,tram,bus,False,True
bus-lisbon-1128-43215,bus,tram,bus,False,True
bus-lisbon-1128-43660,bus,tram,bus,False,True
bus-lisbon-1156-42486,bus,tram,bus,False,True
bus-lisbon-1226-44601,bus,tram,bus,False,True
bus-london-22-831,bus,tram,bus,False,True
bus-lyon-1073-42985,bus,tram,bus,False,True
bus-lyon-1124-43137,bus,metro,bus,False,True
bus-lyon-1129-42724,bus,tram,bus,False,True
bus-lyon-1129-43409,bus,tram,bus,False,True
bus-lyon-1159-43352,bus,tram,bus,False,True
bus-lyon-1186-45046,bus,tram,bus,False,True
bus-milan-1083-43422,bus,tram,bus,False,True
bus-milan-1154-41107,bus,metro,bus,False,True
bus-milan-1154-43213,bus,metro,bus,False,True
bus-milan-1180-45390,bus,metro,bus,False,True
bus-milan-1190-44209,bus,tram,bus,False,True
bus-paris-215-6524,bus,tram,bus,False,True
bus-paris-27-925,bus,tram,bus,False,True
bus-paris-29-962,bus,tram,bus,False,True
bus-paris-31-987,bus,metro_station,bus,False,True
bus-paris-32-994,bus,metro,bus,False,True
bus-prague-1030-40034,bus,metro,bus,False,True
bus-prague-1032-41827,bus,metro,bus,False,True
bus-prague-1102-41226,bus,metro,bus,False,True
bus-stockholm-218-6573,bus,metro,bus,False,True
bus-stockholm-35-1043,bus,tram,bus,False,True
bus-stockholm-36-1083,bus,tram,bus,False,True
bus-stockholm-36-1086,bus,tram,bus,False,True
bus-vienna-39-1180,bus,metro,bus,False,True
metro-barcelona-220-6631,metro,bus,metro,False,True
metro-barcelona-220-6634,metro,bus,metro,False,True
metro-barcelona-220-6635,metro,bus,metro,False,True
metro-barcelona-220-6636,metro,metro_station,metro,False,True
metro-barcelona-220-6638,metro,tram,metro,False,True
metro-barcelona-220-6643,metro,tram,metro,False,True
metro-barcelona-220-6645,metro,bus,metro,False,True
metro-barcelona-220-6652,metro,bus,metro,False,True
metro-barcelona-220-6653,metro,tram,metro,False,True
metro-barcelona-220-6659,metro,bus,metro,False,True
metro-barcelona-220-6662,metro,bus,metro,False,True
metro-barcelona-220-6665,metro,tram,metro,False,True
metro-barcelona-220-6673,metro,tram,metro,False,True
metro-barcelona-220-6680,metro,tram,metro,False,True
metro-barcelona-41-1224,metro,bus,metro,False,True
metro-barcelona-41-1237,metro,metro_station,metro,False,True
metro-barcelona-41-1253,metro,bus,metro,False,True
metro-barcelona-41-1259,metro,bus,metro,False,True
metro-barcelona-41-1262,metro,tram,metro,False,True
metro-barcelona-42-1267,metro,bus,metro,False,True
metro-barcelona-42-1268,metro,bus,metro,False,True
metro-barcelona-42-1269,metro,tram,metro,False,True
metro-barcelona-42-1271,metro,bus,metro,False,True
metro-barcelona-42-1276,metro,tram,metro,False,True
metro-barcelona-42-1277,metro,tram,metro,False,True
metro-barcelona-42-1281,metro,tram,metro,False,True
metro-barcelona-42-1287,metro,bus,metro,False,True
metro-barcelona-42-1289,metro,bus,metro,False,True
metro-barcelona-42-1290,metro,bus,metro,False,True
metro-barcelona-42-1297,metro,bus,metro,False,True
metro-barcelona-42-1304,metro,bus,metro,False,True
metro-barcelona-42-1305,metro,tram,metro,False,True
metro-barcelona-42-1308,metro,metro_station,metro,False,True
metro-helsinki-221-6683,metro,tram,metro,False,True
metro-helsinki-221-6699,metro,bus,metro,False,True
metro-helsinki-222-6703,metro,bus,metro,False,True
metro-helsinki-222-6706,metro,bus,metro,False,True
metro-helsinki-222-6721,metro,metro_station,metro,False,True
metro-helsinki-222-6730,metro,tram,metro,False,True
metro-helsinki-222-6745,metro,tram,metro,False,True
metro-helsinki-222-6749,metro,bus,metro,False,True
metro-helsinki-222-6762,metro,bus,metro,False,True
metro-helsinki-222-6764,metro,bus,metro,False,True
metro-helsinki-44-1324,metro,tram,metro,False,True
metro-lisbon-1119-41220,metro,tram,metro,False,True
metro-lisbon-1121-42924,metro,tram,metro,False,True
metro-lisbon-1121-42987,metro,metro_station,metro,False,True
metro-lisbon-1121-43256,metro,metro_station,metro,False,True
metro-lisbon-1121-43879,metro,tram,metro,False,True
metro-lisbon-1217-44266,metro,tram,metro,False,True
metro-london-223-6769,metro,tram,metro,False,True
metro-london-47-1444,metro,metro_station,metro,False,True
metro-london-48-1461,metro,bus,metro,False,True
metro-london-48-1489,metro,tram,metro,False,True
metro-london-48-1496,metro,tram,metro,False,True
metro-lyon-1064-42345,metro,tram,metro,False,True
metro-lyon-1082-42541,metro,tram,metro,False,True
metro-lyon-1126-43905,metro,bus,metro,False,True
metro-lyon-1139-41087,metro,bus,metro,False,True
metro-lyon-1139-42319,metro,bus,metro,False,True
metro-lyon-1149-41287,metro,tram,metro,False,True
metro-lyon-1149-42148,metro,tram,metro,False,True
metro-lyon-1181-44269,metro,bus,metro,False,True
metro-lyon-1201-45581,metro,tram,metro,False,True
metro-milan-1025-41648,metro,bus,metro,False,True
metro-milan-1062-41974,metro,metro_station,metro,False,True
metro-milan-1062-41981,metro,tram,metro,False,True
metro-milan-1062-43335,metro,tram,metro,False,True
metro-milan-1141-40730,metro,tram,metro,False,True
metro-milan-1141-42004,metro,tram,metro,False,True
metro-milan-1141-42061,metro,tram,metro,False,True
metro-milan-1143-41720,metro,bus,metro,False,True
metro-milan-1197-44802,metro,bus,metro,False,True
metro-milan-1197-45256,metro,bus,metro,False,True
metro-milan-1218-45486,metro,bus,metro,False,True
metro-paris-225-6802,metro,bus,metro,False,True
metro-paris-226-6814,metro,bus,metro,False,True
metro-paris-49-1505,metro,metro_station,metro,False,True
metro-paris-49-1511,metro,bus,metro,False,True
metro-paris-52-1541,metro,metro_station,metro,False,True
metro-paris-52-1543,metro,metro_station,metro,False,True
metro-paris-52-1544,metro,bus,metro,False,True
metro-paris-52-1552,metro,metro_station,metro,False,True
metro-paris-53-1559,metro,tram,metro,False,True
metro-paris-53-1567,metro,tram,metro,False,True
metro-paris-54-1570,metro,tram,metro,False,True
metro-paris-54-1578,metro,tram,metro,False,True
metro-paris-54-1597,metro,metro_station,metro,False,True
metro-prague-1016-42430,metro,tram,metro,False,True
metro-prague-1016-42469,metro,tram,metro,False,True
metro-prague-1026-40088,metro,tram,metro,False,True
metro-prague-1026-43278,metro,metro_station,metro,False,True
metro-stockholm-227-6822,metro,tram,metro,False,True
metro-stockholm-227-6831,metro,tram,metro,False,True
metro-stockholm-227-6836,metro,tram,metro,False,True
metro-stockholm-227-6837,metro,bus,metro,False,True
metro-stockholm-227-6841,metro,bus,metro,False,True
metro-stockholm-227-6843,metro,tram,metro,False,True
metro-stockholm-227-6844,metro,tram,metro,False,True
metro-stockholm-227-6853,metro,tram,metro,False,True
metro-stockholm-55-1624,metro,bus,metro,False,True
metro-stockholm-55-1636,metro,bus,metro,False,True
metro-stockholm-56-1666,metro,bus,metro,False,True
metro-stockholm-57-1685,metro,tram,metro,False,True
metro-stockholm-57-1702,metro,bus,metro,False,True
metro-stockholm-57-1708,metro,tram,metro,False,True
metro-stockholm-57-1715,metro,tram,metro,False,True
metro-vienna-228-6875,metro,tram,metro,False,True
metro-vienna-228-6877,metro,tram,metro,False,True
metro-vienna-228-6878,metro,tram,metro,False,True
metro-vienna-228-6882,metro,tram,metro,False,True
metro-vienna-228-6884,metro,bus,metro,False,True
metro-vienna-58-1718,metro,bus,metro,False,True
metro-vienna-58-1720,metro,tram,metro,False,True
metro-vienna-58-1746,metro,bus,metro,False,True
metro-vienna-59-1757,metro,bus,metro,False,True
metro-vienna-59-1761,metro,bus,metro,False,True
metro-vienna-60-1817,metro,bus,metro,False,True
metro-vienna-60-1821,metro,bus,metro,False,True
metro_station-barcelona-229-6891,metro_station,metro,metro_station,False,True
metro_station-barcelona-229-6897,metro_station,airport,metro_station,False,True
metro_station-barcelona-229-6906,metro_station,metro,metro_station,False,True
metro_station-barcelona-229-6909,metro_station,airport,metro_station,False,True
metro_station-barcelona-229-6916,metro_station,airport,metro_station,False,True
metro_station-barcelona-230-6920,metro_station,airport,metro_station,False,True
metro_station-barcelona-230-6929,metro_station,metro,metro_station,False,True
metro_station-barcelona-230-6935,metro_station,metro,metro_station,False,True
metro_station-barcelona-62-1854,metro_station,shopping_mall,metro_station,False,True
metro_station-barcelona-62-1857,metro_station,shopping_mall,metro_station,False,True
metro_station-barcelona-62-1862,metro_station,airport,metro_station,False,True
metro_station-barcelona-62-1871,metro_station,airport,metro_station,False,True
metro_station-barcelona-62-1873,metro_station,shopping_mall,metro_station,False,True
metro_station-barcelona-63-1881,metro_station,bus,metro_station,False,True
metro_station-barcelona-63-1886,metro_station,metro,metro_station,False,True
metro_station-barcelona-63-1895,metro_station,metro,metro_station,False,True
metro_station-helsinki-232-6974,metro_station,airport,metro_station,False,True
metro_station-helsinki-232-6985,metro_station,airport,metro_station,False,True
metro_station-helsinki-64-1930,metro_station,airport,metro_station,False,True
metro_station-helsinki-66-1971,metro_station,shopping_mall,metro_station,False,True
metro_station-helsinki-66-1977,metro_station,airport,metro_station,False,True
metro_station-lisbon-1007-42527,metro_station,metro,metro_station,False,True
metro_station-lisbon-1007-43165,metro_station,metro,metro_station,False,True
metro_station-lisbon-1020-40275,metro_station,shopping_mall,metro_station,False,True
metro_station-lisbon-1020-40325,metro_station,bus,metro_station,False,True
metro_station-lisbon-1020-41101,metro_station,shopping_mall,metro_station,False,True
metro_station-lisbon-1020-41598,metro_station,shopping_mall,metro_station,False,True
metro_station-lisbon-1020-42493,metro_station,airport,metro_station,False,True
metro_station-lisbon-1020-42713,metro_station,airport,metro_station,False,True
metro_station-lisbon-1021-42189,metro_station,metro,metro_station,False,True
metro_station-lisbon-1021-42993,metro_station,airport,metro_station,False,True
metro_station-lisbon-1221-44560,metro_station,shopping_mall,metro_station,False,True
metro_station-lisbon-1221-45022,metro_station,airport,metro_station,False,True
metro_station-lisbon-1221-45262,metro_station,metro,metro_station,False,True
metro_station-lisbon-1221-45759,metro_station,street_pedestrian,metro_station,False,True
metro_station-london-235-7014,metro_station,metro,metro_station,False,True
metro_station-london-235-7016,metro_station,shopping_mall,metro_station,False,True
metro_station-london-235-7021,metro_station,shopping_mall,metro_station,False,True
metro_station-london-69-2027,metro_station,shopping_mall,metro_station,False,True
metro_station-london-70-2038,metro_station,airport,metro_station,False,True
metro_station-london-70-2040,metro_station,airport,metro_station,False,True
metro_station-london-72-2061,metro_station,street_pedestrian,metro_station,False,True
metro_station-london-72-2062,metro_station,airport,metro_station,False,True
metro_station-london-74-2079,metro_station,shopping_mall,metro_station,False,True
metro_station-london-76-2105,metro_station,street_pedestrian,metro_station,False,True
metro_station-lyon-1010-42321,metro_station,shopping_mall,metro_station,False,True
metro_station-lyon-1010-42857,metro_station,airport,metro_station,False,True
metro_station-lyon-1028-41278,metro_station,metro,metro_station,False,True
metro_station-lyon-1028-42154,metro_station,street_pedestrian,metro_station,False,True
metro_station-lyon-1077-40718,metro_station,airport,metro_station,False,True
metro_station-lyon-1077-40816,metro_station,shopping_mall,metro_station,False,True
metro_station-lyon-1077-42520,metro_station,shopping_mall,metro_station,False,True
metro_station-lyon-1167-44872,metro_station,airport,metro_station,False,True
metro_station-lyon-1167-45030,metro_station,metro,metro_station,False,True
metro_station-lyon-1179-44683,metro_station,shopping_mall,metro_station,False,True
metro_station-lyon-1179-45234,metro_station,street_pedestrian,metro_station,False,True
metro_station-lyon-1179-45570,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1050-43057,metro_station,metro,metro_station,False,True
metro_station-milan-1117-40314,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1117-40964,metro_station,airport,metro_station,False,True
metro_station-milan-1117-41828,metro_station,airport,metro_station,False,True
metro_station-milan-1117-43730,metro_station,airport,metro_station,False,True
metro_station-milan-1127-40753,metro_station,airport,metro_station,False,True
metro_station-milan-1127-40878,metro_station,airport,metro_station,False,True
metro_station-milan-1127-41792,metro_station,metro,metro_station,False,True
metro_station-milan-1127-41928,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1127-42202,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1187-44677,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1187-44755,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1187-44931,metro_station,airport,metro_station,False,True
metro_station-milan-1187-44944,metro_station,shopping_mall,metro_station,False,True
metro_station-milan-1187-45143,metro_station,metro,metro_station,False,True
metro_station-paris-236-7042,metro_station,shopping_mall,metro_station,False,True
metro_station-paris-236-7043,metro_station,street_pedestrian,metro_station,False,True
metro_station-paris-238-7065,metro_station,metro,metro_station,False,True
metro_station-paris-77-2129,metro_station,airport,metro_station,False,True
metro_station-paris-78-2134,metro_station,metro,metro_station,False,True
metro_station-paris-80-2169,metro_station,metro,metro_station,False,True
metro_station-paris-81-2185,metro_station,airport,metro_station,False,True
metro_station-paris-81-2191,metro_station,street_pedestrian,metro_station,False,True
metro_station-paris-82-2202,metro_station,metro,metro_station,False,True
metro_station-paris-82-2207,metro_station,airport,metro_station,False,True
metro_station-paris-82-2210,metro_station,metro,metro_station,False,True
metro_station-prague-1019-40540,metro_station,airport,metro_station,False,True
metro_station-prague-1019-41347,metro_station,shopping_mall,metro_station,False,True
metro_station-prague-1019-43831,metro_station,airport,metro_station,False,True
metro_station-prague-1019-43970,metro_station,airport,metro_station,False,True
metro_station-prague-1118-40283,metro_station,shopping_mall,metro_station,False,True
metro_station-prague-1118-40997,metro_station,metro,metro_station,False,True
metro_station-prague-1118-41156,metro_station,airport,metro_station,False,True
metro_station-prague-1118-41592,metro_station,metro,metro_station,False,True
metro_station-prague-1118-43240,metro_station,airport,metro_station,False,True
metro_station-prague-1130-40875,metro_station,airport,metro_station,False,True
metro_station-prague-1130-42569,metro_station,shopping_mall,metro_station,False,True
metro_station-prague-1170-44263,metro_station,airport,metro_station,False,True
metro_station-prague-1170-44500,metro_station,airport,metro_station,False,True
metro_station-prague-1170-44553,metro_station,airport,metro_station,False,True
metro_station-prague-1170-44911,metro_station,shopping_mall,metro_station,False,True
metro_station-prague-1170-44983,metro_station,airport,metro_station,False,True
metro_station-prague-1170-45125,metro_station,shopping_mall,metro_station,False,True
metro_station-stockholm-239-7082,metro_station,airport,metro_station,False,True
metro_station-stockholm-239-7083,metro_station,metro,metro_station,False,True
metro_station-stockholm-239-7086,metro_station,airport,metro_station,False,True
metro_station-stockholm-239-7088,metro_station,metro,metro_station,False,True
metro_station-stockholm-239-7096,metro_station,airport,metro_station,False,True
metro_station-stockholm-239-7099,metro_station,shopping_mall,metro_station,False,True
metro_station-stockholm-239-7107,metro_station,airport,metro_station,False,True
metro_station-stockholm-239-7108,metro_station,metro,metro_station,False,True
metro_station-stockholm-83-2235,metro_station,shopping_mall,metro_station,False,True
metro_station-stockholm-84-2257,metro_station,airport,metro_station,False,True
metro_station-stockholm-85-2285,metro_station,airport,metro_station,False,True
metro_station-stockholm-85-2317,metro_station,airport,metro_station,False,True
metro_station-vienna-240-7128,metro_station,metro,metro_station,False,True
metro_station-vienna-240-7131,metro_station,metro,metro_station,False,True
metro_station-vienna-240-7138,metro_station,airport,metro_station,False,True
metro_station-vienna-240-7147,metro_station,airport,metro_station,False,True
metro_station-vienna-86-2346,metro_station,airport,metro_station,False,True
metro_station-vienna-87-2390,metro_station,airport,metro_station,False,True
metro_station-vienna-88-2399,metro_station,metro,metro_station,False,True
metro_station-vienna-88-2405,metro_station,metro,metro_station,False,True
metro_station-vienna-88-2421,metro_station,street_pedestrian,metro_station,False,True
park-helsinki-94-2630,park,public_square,park,False,True
park-lisbon-1104-41022,park,street_pedestrian,park,False,True
park-lisbon-1198-45301,park,street_pedestrian,park,False,True
park-london-243-7229,park,public_square,park,False,True
park-london-97-2724,park,public_square,park,False,True
park-lyon-1012-43874,park,public_square,park,False,True
park-lyon-1144-40825,park,street_pedestrian,park,False,True
park-lyon-1144-42494,park,public_square,park,False,True
park-milan-1018-42284,park,street_pedestrian,park,False,True
park-paris-244-7280,park,public_square,park,False,True
park-paris-244-7292,park,public_square,park,False,True
park-prague-1038-40071,park,public_square,park,False,True
park-prague-1185-44295,park,public_square,park,False,True
park-prague-1185-44522,park,street_traffic,park,False,True
park-prague-1185-44666,park,public_square,park,False,True
park-prague-1185-44690,park,public_square,park,False,True
park-prague-1185-44706,park,public_square,park,False,True
park-prague-1185-44749,park,street_traffic,park,False,True
park-prague-1185-44905,park,street_traffic,park,False,True
park-prague-1185-45741,park,public_square,park,False,True
public_square-london-113-3269,public_square,street_pedestrian,public_square,False,True
public_square-london-113-3284,public_square,street_pedestrian,public_square,False,True
public_square-lyon-1178-44197,public_square,street_pedestrian,public_square,False,True
public_square-milan-1014-44082,public_square,park,public_square,False,True
public_square-milan-1044-41890,public_square,street_pedestrian,public_square,False,True
public_square-milan-1168-45716,public_square,street_pedestrian,public_square,False,True
public_square-paris-117-3419,public_square,street_traffic,public_square,False,True
public_square-paris-117-3431,public_square,park,public_square,False,True
public_square-paris-117-3438,public_square,street_traffic,public_square,False,True
public_square-paris-251-7519,public_square,park,public_square,False,True
public_square-paris-251-7520,public_square,park,public_square,False,True
public_square-paris-251-7526,public_square,park,public_square,False,True
public_square-prague-1027-41770,public_square,street_pedestrian,public_square,False,True
public_square-prague-1027-42279,public_square,street_pedestrian,public_square,False,True
public_square-prague-1111-43983,public_square,park,public_square,False,True
public_square-prague-1152-42858,public_square,street_pedestrian,public_square,False,True
public_square-prague-1192-44200,public_square,street_pedestrian,public_square,False,True
public_square-prague-1192-45104,public_square,metro_station,public_square,False,True
public_square-prague-1192-45141,public_square,airport,public_square,False,True
public_square-stockholm-119-3483,public_square,street_traffic,public_square,False,True
public_square-stockholm-119-3484,public_square,airport,public_square,False,True
public_square-stockholm-119-3485,public_square,street_pedestrian,public_square,False,True
public_square-stockholm-119-3491,public_square,street_pedestrian,public_square,False,True
public_square-stockholm-119-3494,public_square,street_pedestrian,public_square,False,True
public_square-stockholm-119-3498,public_square,street_pedestrian,public_square,False,True
public_square-stockholm-119-3502,public_square,street_traffic,public_square,False,True
public_square-stockholm-119-3518,public_square,airport,public_square,False,True
public_square-stockholm-120-3533,public_square,street_traffic,public_square,False,True
public_square-stockholm-120-3540,public_square,street_traffic,public_square,False,True
public_square-stockholm-120-3544,public_square,street_pedestrian,public_square,False,True
public_square-stockholm-120-3551,public_square,street_traffic,public_square,False,True
public_square-stockholm-121-3572,public_square,metro_station,public_square,False,True
public_square-stockholm-252-7554,public_square,street_pedestrian,public_square,False,True
public_square-stockholm-252-7555,public_square,airport,public_square,False,True
public_square-stockholm-252-7556,public_square,park,public_square,False,True
public_square-vienna-123-3643,public_square,street_pedestrian,public_square,False,True
public_square-vienna-124-3685,public_square,street_pedestrian,public_square,False,True
public_square-vienna-124-3694,public_square,airport,public_square,False,True
shopping_mall-barcelona-126-3770,shopping_mall,airport,shopping_mall,False,True
shopping_mall-barcelona-127-3805,shopping_mall,airport,shopping_mall,False,True
shopping_mall-barcelona-127-3806,shopping_mall,airport,shopping_mall,False,True
shopping_mall-barcelona-254-7610,shopping_mall,airport,shopping_mall,False,True
shopping_mall-barcelona-254-7624,shopping_mall,airport,shopping_mall,False,True
shopping_mall-helsinki-129-3874,shopping_mall,airport,shopping_mall,False,True
shopping_mall-helsinki-130-3891,shopping_mall,airport,shopping_mall,False,True
shopping_mall-helsinki-130-3909,shopping_mall,street_pedestrian,shopping_mall,False,True
shopping_mall-helsinki-255-7656,shopping_mall,street_pedestrian,shopping_mall,False,True
shopping_mall-lisbon-1002-42125,shopping_mall,airport,shopping_mall,False,True
shopping_mall-lisbon-1002-42988,shopping_mall,airport,shopping_mall,False,True
shopping_mall-lisbon-1125-44006,shopping_mall,airport,shopping_mall,False,True
shopping_mall-lisbon-1137-43432,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-131-3920,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-131-3927,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-131-3930,shopping_mall,street_pedestrian,shopping_mall,False,True
shopping_mall-london-131-3933,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-131-3952,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-131-3958,shopping_mall,metro_station,shopping_mall,False,True
shopping_mall-london-256-7693,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-256-7698,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-256-7702,shopping_mall,airport,shopping_mall,False,True
shopping_mall-london-256-7715,shopping_mall,airport,shopping_mall,False,True
